idx,en,vn,word_type,word_type_vn
42718,por(o)- (pref.),chai/sẹo/can/sỏi,pref,tiền tố
42719,proct(o)- (pref.),trực tràng/hậu môn,pref,tiền tố
42720,pulmon(o)- (pref.),phổi,pref,tiền tố
42721,pupill(o)- (pref.),đồng tử,pref,tiền tố
42722,pyel(o)- (pref.),bể thận,pref,tiền tố
42723,pyg(o)- (pref.),mông,pref,tiền tố
42724,pykn(o)-  (pref.),dày/đặc/mau/nhanh,pref,tiền tố
42725,pylor(o)- (pref.),viêm môn vị,pref,tiền tố
42726,py(o)- (pref.),mủ,pref,tiền tố
42727,pyr(o)- (pref.),sốt/nóng/nhiệt/hỏa /pyro-,pref,tiền tố
42728,pyret(o)-(pref.),sốt,pref,tiền tố
42729,rhabd(o)-(pref.),que/gậy,pref,tiền tố
42730,rhin(o)- (pref.),mũi,pref,tiền tố
42731,rhiz(o)- (pref.),rễ,pref,tiền tố
42732,rhizodontropy (n)  (the act of rotating a tooth root. 2. the act of attaching an artificial crown to a tooth root by means of a pivot.),quay chân răng/gắn mão vào chân răng bằng chốt,n,danh từ
42733,rhod(o)-  (pref.),đỏ/hồng,pref,tiền tố
42734,sept(o)- (pref),bảy,pref,tiền tố
42735,sequestrant/sequestering agent,tác nhân cô lập,n,danh từ
42736,sesquih./sesquihora,một giờ rưỡi,n,danh từ
42737,sial(o)- (pref.),nước bọt/tuyến nước bọt,pref,tiền tố
42738,sider(o)- (pref.),sắt,pref,tiền tố
42739,sievert,sievert (đơn vị hấp thu phóng xạ),n,danh từ
42740,sinistr(o)- (pref.),trái/tả,pref,tiền tố
42741,sit(o)- (pref.),thức ăn/thực phẩm,pref,tiền tố
42742,sulf(o)- (pref.),lưu huỳnh/sulf(o)-,pref,tiền tố
42743,syndesm(o)- (pref.),mô liên kết/dây chằng,pref,tiền tố
42744,synovi(o)- (pref.),hoạt dịch/màng hoạt dịch/hoạt mạc,pref,tiền tố
42745,syring(o)- (pref.),ống/vòi/rò/đường rò,pref,tiền tố
42746,tach(o)- (pref.),nhanh,pref,tiền tố
42747,tars(o)-(pref.),cổ chân/xương cổ chân/sụn mi,pref,tiền tố
42748,taur(o)- (pref.),bò đực/taurin,pref,tiền tố
42749,taut(o)- (pref.),đồng/cùng/tương đồng,pref,tiền tố
42750,tel(o)- (pref.),đoan/đầu mút/cuối,pref,tiền tố
42751,ten(o)- (pref.),gân,pref,tiền tố
42752,tenont(o)- (pref.),gân,pref,tiền tố
42753,terat(o)- (pref.),"quái, quái thai, quái tượng ",pref,tiền tố
42754,thall(o)- (pref.),chi/cành/thallium,pref,tiền tố
42755,thanat(o)- (pref.),tử/chết,pref,tiền tố
42756,thel(o)- (pref.),núm vú,pref,tiền tố
42757,therm(o)- (pref.),nhiệt,pref,tiền tố
42758,thi(o)- (pref.),sulfur,pref,tiền tố
42759,thigm(o)- (pref.),xúc/sờ mó,pref,tiền tố
42760,thorac(o)- (pref.),ngực,pref,tiền tố
42761,thromb(o)- (pref.),huyết khối/huyết nghẽn,pref,tiền tố
42762,thym(o)- (pref.),tuyến ức/cảm xúc/tinh thần,pref,tiền tố
42763,toc(o)- (pref.),sản/sinh đẻ,pref,tiền tố
42764,tok(o)-  (pref.),sản/sinh đẻ,pref,tiền tố
42765,tom(o)- (pref.),cắt/tầng/lớp,pref,tiền tố
42766,ton(o)- (pref.),trương lực/sức căng/áp lực,pref,tiền tố
42767,tonsill(o)- (pref.),amiđan,pref,tiền tố
42768,top(o)-  (pref.),cục bộ/định khu/vị trí,pref,tiền tố
42769,tox(o)- (pref.),độc/độc tố/độc chất,pref,tiền tố
42770,toxic(o)- (pref.),độc,pref,tiền tố
42771,trache(o)- (pref),khí qiản,pref,tiền tố
42772,trachel(o)- (pref.),cổ/gáy,pref,tiền tố
42773,traumat(o)-  (pref.),chấn thương/vết thương/ngoại thương,pref,tiền tố
42774,trich(o)- (pref.),"lông, tóc",pref,tiền tố
42775,trigonid,ba núm răng đầu của răng hàm dưới,n,danh từ
42776,trinitrotoluene (n) (TNT),"trinitrotoluen, (TNT)",n,danh từ
42777,triquetrum,xương tháp,n,danh từ
42778,troph(o)- (pref.),dinh dưỡng,pref,tiền tố
42779,tympan(o)- (pref.),hòm nhĩ/màng nhĩ,pref,tiền tố
42780,typhl(o)- (pref.),manh tràng/mù/manh,pref,tiền tố
42781,ul(o)- (pref.),sẹo/lợi,pref,tiền tố
42782,ultramicropipette (< 0.005ml),pipet siêu nhỏ,n,danh từ
42783,ur(o)-(pref.),niệu/niệu đạo/tiết niệu/nước tiểu,pref,tiền tố
42784,uranisc(o)- (pref.),vòm miệng/khẩu cái,pref,tiền tố
42785,uran(o)- (pref.),vòm miệng/khẩu cái/trời,pref,tiền tố
42786,ureter(o)- (pref.),niệu quản,pref,tiền tố
42787,urethr(o)-  (pref.),niệu đạo,pref,tiền tố
42788,uric(o)- ( pref.),"nước tiểu, axit uric ",pref,tiền tố
42789,urin(o)- (pref.),niệu/nước tiểu,pref,tiền tố
42790,uter(o)- (pref.),tử cung,pref,tiền tố
42791,varic(o)- (pref.),giãn tĩnh mạch,pref,tiền tố
42792,vas(o)- (pref),mạch/quản/huyết quản/ống,pref,tiền tố
42793,ven(o)-(pref),tĩnh mạch,pref,tiền tố
42794,ventr(o)-(pref.),bụng/phía trước,pref,tiền tố
42795,ventricul(o)- (pref.),thất/buồng,pref,tiền tố
42796,vertebr(o)- (pref.),đốt sống/cột sống,pref,tiền tố
42797,vesic(o)- (pref.),bàng quang/túi/bọng/mụn nước,pref,tiền tố
42798,viscer(o)- (pref),nội tạng,pref,tiền tố
42799,voix,tiếng nói/giọng nói/ngữ âm,n,danh từ
42800,hol (o)- (pref.),toàn/toàn bộ/hoàn toàn,pref,tiền tố
42801,hom(o)- (pref.),đồng/đồng nhất/homo,pref,tiền tố
42802,home(o)- (pref.),đồng/đẳng/tương tự,pref,tiền tố
42803,homoe(o)- (pref.),đồng/đẳng/tương tự,pref,tiền tố
42804,homoi(o)- (pref.),đồng/đẳng/tương tự,pref,tiền tố
42805,hyal(o)- (pref.),trong suốt/thủy tinh,pref,tiền tố
42806,hydr(o)- (pref.),thủy/nước/chydro,pref,tiền tố
42807,hygr(o)- (pref.),ẩm/thấp,pref,tiền tố
42808,hymen(o)- (pref),màng/màng trinh,pref,tiền tố
42809,metencephalon/metencephalic,phần trước não sau/cầu não/hậu não,nan,danh từ/tính từ
42810,methemoglobinemia/methemoglobinemic,methemoglobin huyết,nan,danh từ/tính từ
42811,metop(o)- (pref.)  ,trán,pref,tiền tố
42812,metr(o)- (pref.) ,tử cung,pref,tiền tố
42813,micr(o)- (pref.) ,tiểu/nhỏ/vi,pref,tiền tố
42814,microelectrophoresis/microelectrophoretic,vi điện di,nan,danh từ/tính từ
42815,millimicr(o)-(pref.),nano,pref,tiền tố
42816,mis(o)- (pref.)  ,yếm/căm ghét,pref,tiền tố
42817,rachi(o)- (pref.),cột sống,pref,tiền tố
42818,rad (n) (radiation absorbed dose),rad,pref,tiền tố
42819,rect(o)- (pref.),trực tràng,pref,tiền tố
42820,rem (roentgen-equivalent-man),rem (tương đương sinh học của rơngen) ,n,danh từ
42821,ren(o)- (pref.),thận,pref,tiền tố
42822,rep (n) (roentgen equivalent physical ),rep (đương lượng vật lý của rơngen),n,danh từ
42823,reticul(o)- (pref.),lưới/cấu trúc lưới,pref,tiền tố
42824,retr(o)- (pref.),phản/ngược/hậu/sau/ở sau/lùi,pref,tiền tố
42825,iatr(o)- (pref.) ,y học/thầy thuốc,pref,tiền tố
42826,ichthy (o)- (pref.) ,cá,pref,tiền tố
42827,icter(o)- (pref.),vàng,pref,tiền tố
42828,idi(o)- (pref) ,riêng/tự phát/tự sinh/đặc dị,pref,tiền tố
42829,ile(o)- (pref.) ,hồi tràng,pref,tiền tố
42830,ili(o)- (pref.) ,xương chậu/chậu,pref,tiền tố
42831,in(o)-(pref.) ,"sợi ,xơ",pref,tiền tố
42832,blenn(o)- (pref.),"dịch nhầy, niêm dịch",pref,tiền tố
42833,blephar(o)- (pref.),mi mắt,pref,tiền tố
42834,brachi(o)- (pref.),cánh tay,pref,tiền tố
42835,breph(o)- (pref),phôi/sơ sinh,pref,tiền tố
42836,brom(o)- (pref.),mùi hôi/brom,pref,tiền tố
42837,bronch(o)- (pref.),phế quản,pref,tiền tố
42838,bucc(o)- (pref.),má,pref,tiền tố
42839,butyr(o)- (pref.),bơ,pref,tiền tố
42840,bacill(o)- (pref.) ,trực khuẩn,pref,tiền tố
42841,bacteri(o)-(pref),vi khuẩn,pref,tiền tố
42842,balan(o)- (pref.)      ,quy đầu   ,pref,tiền tố
42843,bar(o)- (pref.),áp lực/trọng lượng,pref,tiền tố
42844,bas(o)- (pref.),đáy/nền/bazơ,pref,tiền tố
42845,bath(o)- (pref.),sâu,pref,tiền tố
42846,blast(o)- (pref.),tế bào/nguyên bào,pref,tiền tố
42847,antr(o)- (pref.),hang/xoang,pref,tiền tố
42848,apic (o)- (pref.),đỉnh/ngọn,pref,tiền tố
42849,appendic (o)- (pref.),phần phụ/ruột thừa,pref,tiền tố
42850,arachn (o)- (pref.),nhện,pref,tiền tố
42851,archistriatum,thể vân nguyên thủy/thể khía nguyên thủy,n,danh từ
42852,argentaffin/argentophil,ưa bạc,nan,danh từ/tính từ
42853,arteri (o)- (pref.),động mạch,pref,tiền tố
42854,arteriol (o)- (pref.),tiểu động mạch,pref,tiền tố
42855,arthr (o)- (pref.),khớp,pref,tiền tố
42856,pros(o)- (pref.),tiền/trước,pref,tiền tố
42857,prosop(o)-(pref.),mặt/bộ mặt,pref,tiền tố
42858,prostatocystitis,viêm cổ bàng quang-bàng quang,n,danh từ
42859,psamm(o)-(pref),cát/sa,pref,tiền tố
42860,pseud(o)-(pref.),giả,pref,tiền tố
42861,psi/per square inch,psi/trên một inch vuông,pref,tiền tố
42862,psych(o)- (pref.),tâm thần/tâm lý,pref,tiền tố
42863,psychr(o)- (pref.),lạnh,pref,tiền tố
42864,ptyal(o)- (pref.),nước bọt,pref,tiền tố
42865,sacchar(o)-  (pref.),đường saccharose,pref,tiền tố
42866,sacr(o)- (pref.),xương cùng,pref,tiền tố
42867,salping(o)- (pref.),vòi,pref,tiền tố
42868,sapr(o)-  (pref.) ,thối rữa/hoại,pref,tiền tố
42869,+sarc(o)- (pref.),cơ/nhục/thịt,pref,tiền tố
42870,scaph(o)-  (pref.),thuyền,pref,tiền tố
42871,scat(o)- (pref.),"phân,/phẩn",pref,tiền tố
42872,schiz(o)- (pref. ),"nứt, liệt, phân liệt",pref,tiền tố
42873,schnauzkrampf,bĩu môi (trong tâm thần phân liệt)                                                                                                               ,n,danh từ
42874,scirrh(o)- (pref.) ,cứng,pref,tiền tố
42875,scler(o)- (pref.),củng mạc/cứng hóa,pref,tiền tố
42876,scoli(o)- (pref.)   ,móc/cong/xoắn,pref,tiền tố
42877,scot(o)- (pref.),tối/ám,pref,tiền tố
42878,all(o)- (pref),khác biệt/dị thường /đảo ngược,pref,tiền tố
42879,allant (o)- (pref.),xúc xích/niệu nang,pref,tiền tố
42880,allel (o)- (pref),khác/đối ngẫu,pref,tiền tố
42881,alveol(o)- (pref.),nang/phế nang/ổ răng,pref,tiền tố
42882,ameb (i) (o)- (pref.),amip,pref,tiền tố
42883,amel(o)- (pref),men răng,pref,tiền tố
42884,amni(o)-  (pref.),màng ối,pref,tiền tố
42885,amph(i)-  (pref.),đôi/song/lưỡng/cả hai,pref,tiền tố
42886,amu/atomic mass unit,đơn vị khối lượng nguyên tử,n,danh từ
42887,amygdal (o)-(pref.),hình hạnh nhân/amidan,pref,tiền tố
42888,amyl (o)-(pref.),tinh bột,pref,tiền tố
42889,staphyl(o)- (pref.),lưỡi gà/tụ cầu khuẩn,pref,tiền tố
42890,stear(o)- (pref.),mỡ,pref,tiền tố
42891,sten(o)- (pref.),hẹp/co hẹp,pref,tiền tố
42892,sterc(o)-  (pref.),phân/phẩn,pref,tiền tố
42893,stern(o)- (pref.),xương ức/ức,pref,tiền tố
42894,steth(o)- (pref),ngực,pref,tiền tố
42895,sthen(o)- (pref.),lực,pref,tiền tố
42896,stomat(o)-  (pref.),miệng/khẩu/lỗ tử cung,pref,tiền tố
42897,streph(o)- (pref.),xoắn/quay/đảo,pref,tiền tố
42898,strept(o)- (pref.),quay/liên cầu khuẩn,pref,tiền tố
42899,stromuhr,tốc kế huyết lưu,n,danh từ
42900,styl(o)- (pref),cọc/que/trâm,pref,tiền tố
42901,solen(o)-(pref.),ống/máng/rãnh,pref,tiền tố
42902,somat(o)- (pref.),thân thể/thể,pref,tiền tố
42903,somn(i)- (pref.),ngủ/thụy miên,pref,tiền tố
42904,spasm(o)-  (pref.),co giật/co thắt,pref,tiền tố
42905,-sphen(o)- (pref),hình nêm/xương bướm,pref,tiền tố
42906,spher(o)- (pref.),cầu,pref,tiền tố
42907,sphygm(o)- (pref.),mạch đập,pref,tiền tố
42908,spir(o)- (pref.),cuộn/xoắn ốc,pref,tiền tố
42909,spir(o)- (pref.),hơi thở/hô hấp,pref,tiền tố
42910,splanchn(o)- (pref.),nội tạng,pref,tiền tố
42911,splen(o)-  (pref.),tỳ,pref,tiền tố
42912,spod(o)-  (pref.),phế chất/tro,pref,tiền tố
42913,spondyl(o)-  (pref.),đốt sống/cột sống,pref,tiền tố
42914,spongi(o)- (pref.),xốp/dạng xốp,pref,tiền tố
42915,spor(o)- (pref.),bào tử/nha bào,pref,tiền tố
42916,xanth(o)- (pref.),vàng,pref,tiền tố
42917,xen(o)- (pref.),dị vật/ngoại/lạ/khác,pref,tiền tố
42918,xer(o)- (pref.),khô,pref,tiền tố
42919,xyl(o)- (pref.),gỗ,pref,tiền tố
42920,weismannism/Weismann's theory,học thuyết Weismann,n,danh từ
42921,anomer/anomeric,anome,a,tính từ
42922,diathermal/diathermic,thấu nhiệt/nhiệt điện,a,tính từ
42923,dysesthesia/dysesthetic,loạn xúc giác,nan,danh từ/tính từ
42924,elephantiasis/elephantiasic,phù chân voi,nan,danh từ/tính từ
42925,enanthema/enanthematous,nội ban,n,danh từ
42926,gynecologic/gynecological,phụ khoa,a,tính từ
42927,hemianopic/hemianoptic,nhược thị nửa bên,a,tính từ
42928,hemotroph,huyết dinh dưỡng,n,danh từ
42929,tonotopicity/tonotopic,tính truyền âm theo không gian,nan,danh từ/tính từ
42930,microbe/microbial/microbic,vi sinh vật,n/a/a,danh từ/tính từ/tính từ
42931,microchemistry/microchemical,hóa học vi lượng,nan,danh từ/tính từ
42932,bronchitis/bronchitic,viêm phế quản,nan,danh từ/tính từ
42933,prosopoplegia/prosopoplegic,liệt mặt,nan,danh từ/tính từ
42934,proteopepsis/proteopeptic,tiêu protein,nan,danh từ/tính từ
42935,calc(o)- (pref.),calci,pref,tiền tố
42936,kary(o) (pref.),nhân/hạch,pref,tiền tố
42937,centr(o)- (pref.),trung tâm/trung ương,pref,tiền tố
42938,chemic (o)- (pref.),hóa,pref,tiền tố
42939,cor(o)- (pref.),đồng tử,pref,tiền tố
42940,dent(o)-  (pref.),răng,pref,tiền tố
42941,dent (i)-  (pref.),răng,pref,tiền tố
42942,derm(o)- (pref.),bì/da,pref,tiền tố
42943,deut(o)-  (pref.),thứ/thứ hai,pref,tiền tố
42944,elai(o)- (pref.),dầu,pref,tiền tố
42945,gyn(o)- (pref.),nữ tính/giống cái/phụ nữ/đàn bà,pref,tiền tố
42946,haemat(o)- (pref.),huyết/máu,pref,tiền tố
42947,kata-(pref.)  ( cat- cata-),"hạ, hướng hạ, tại hạ, đối kháng,chiếu theo",pref,tiền tố
42948,kin(o)-(pref.),"động, vận động",pref,tiền tố
42949,leuc(o)-(pref),bạch,pref,tiền tố
42950,lith(o)-(pref.),sỏi,pref,tiền tố
42951,monorchism/monorchidic,một tinh hoàn (quái tượng ),nan,danh từ/tính từ
42952,thel(o)- (pref.),núm vú,pref,tiền tố
42953,thyre(o)-  (pref.),tuyến giáp,pref,tiền tố
42954,bacill(o)- (pref.),trực khuẩn ,pref,tiền tố
42955,bas(o)- (pref.),nền/điểm nền sọ/bazơ,pref,tiền tố
42956,bath(o)- (pref.),sâu,pref,tiền tố
42957,arche (o)-  (pref.),nguyên thủy,pref,tiền tố
42958,sarsa/Smilax aristolochiaefolia Mill.,thổ phục linh,n,danh từ
42959,sperm(o)-(pref),tinh dịch/tinh trùng/giống,pref,tiền tố
42960,zoogloea/zoogleal,tập đoàn khuẩn lạc trong chất nhầy,nan,danh từ/tính từ
42961,calcaneal,xương gót,n,danh từ
42962,calci-,calci,pref,tiền tố
42963,centri-,trung tâm/trung ương,pref,tiền tố
42964,chemi-,hóa,pref,tiền tố
42965,dolichopellic,dài xương chậu,n,danh từ
42966,gyne-,nữ tính/giống cái/phụ nữ/đàn bà,pref,tiền tố
42967,kat-,hạ/hướng hạ/tại hạ/đối kháng/chiếu theo,pref,tiền tố
42968,kine-,động/vận động,pref,tiền tố
42969,leptocephalic,đầu hẹp,a,tính từ
42970,monorchidism,một tinh hoàn,n,danh từ
42971,thele-,núm vú,pref,tiền tố
42972,babesiasis,bệnh nhiễm Babesia,n,danh từ
42973,bacilli-,trực khuẩn ,pref,tiền tố
42974,baritosis ,bệnh bụi bari phổi,n,danh từ
42975,sarsaparilla,thổ phục linh,n,danh từ
42976,zooglea,tập đoàn khuẩn lạc trong chất nhầy,n,danh từ
14,arthrosis,khớp.,n,danh từ
14,arthrosis,hư khớp,n,danh từ
218,athiaminosis,thiếu vitamin B1.,n,danh từ
221,athymia,bàng quan (tính khí) ;,n,danh từ
221,athymia,bất tỉnh nhân sự ;,n,danh từ
221,athymia,thiếu tuyến ức,n,danh từ
458,autosomal,1.nhiễm sắc thể thường .,a,tính từ
517,avogram,avogram (10-24 g). picopicogram (ppg),n,danh từ
631,anchorage,cố định ;,n,danh từ
631,anchorage,mắc giữ  (RHM),n,danh từ
659,androgynoid,1.lưỡng tính giả (người)  lưỡng tính giả cái,n.a,n.a
748,angiogenic,phát sinh mạch ;,n,danh từ
748,angiogenic,do mạch,n,danh từ
1261,calamus,cơ cấu hình sậy.,n,danh từ
1261,calamus,thạch xương bồ (cây),n,danh từ
1327,callous,dạng chai.,a,tính từ
1327,callous,cứng,a,tính từ
1395,canine,nanh .  chó .,"n,a","danh từ, tính từ"
1395,canine,răng nanh,"n,a","danh từ, tính từ"
1468,capsule,nang (thuốc),n,danh từ
1468,capsule,bao,n,danh từ
1659,carotenoid,màu vàng caroten;,"n,a","danh từ, tính từ"
1659,carotenoid,carotenoit,"n,a","danh từ, tính từ"
1831,cecal,manh tràng .,a,tính từ
1831,cecal,điểm mù . manh điểm,a,tính từ
1937,centimorgan,centimorgan  (1/100 đơn vị Morgan) (DTH),n,danh từ
1940,centipoise,centipoise (1/100 poise. đơn vị độ nhớt),n,danh từ
2450,cholerine,dịch tả giai đoạn đầu.,n,danh từ
2450,cholerine,dịch tả nhẹ,n,danh từ
2488,chondrification,hình thành sụn (sư).,f,f
2488,chondrification,sụn hóa,f,f
3383,concoction,thuốc sắc.,n,danh từ
3383,concoction,quá trình tiêu hóa,n,danh từ
3387,condensation,ngưng tụ . đông đặc  .,n,danh từ
3387,condensation,nhồi đặc  (RHM).,n,danh từ
3387,condensation,cô đúc  (về tâm thần).,n,danh từ
3387,condensation,hóa lỏng hơi,n,danh từ
3415,confluence,hợp lưu . hội lưu.,n,danh từ
3415,confluence,dòng tế bào (phôi học),n,danh từ
3660,corps,thân thể,n,danh từ
3660,corps,đoàn. nhóm,n,danh từ
3750,cotyloid,hình đài .,a,tính từ
3750,cotyloid,ổ cối,a,tính từ
3999,daughter,sản phẩm của sự phân rã (Lý).,n,danh từ
3999,daughter,con gái. con (tế bào con. nhân con. nhiễm sắc thể con),n,danh từ
4061,decrement,lui bệnh (thời kỳ).,n,danh từ
4061,decrement,giảm,n,danh từ
4188,dentate,răng (có) .,a,tính từ
4188,dentate,răng cưa (hình),a,tính từ
4465,curie-hour,curi-giờ (1.curi trong 1.giờ),n,danh từ
5017,diet,chế độ ăn uống. ẩm thực. thực chế.,n,danh từ
5017,diet,chế độ ăn kiêng. tiết thực,n,danh từ
5259,distraction,đãng trí,n,danh từ
5259,distraction,mặt khớp phân ly(Anh) .,n,danh từ
5259,distraction,phân ly xương  (Anh),n,danh từ
5812,emulgent,lọc. làm sạch,"n,a","danh từ, tính từ"
5812,emulgent,huyết quản thận.,"n,a","danh từ, tính từ"
5812,emulgent,thuốc lợi tiểu. thuốc lợi  mật,"n,a","danh từ, tính từ"
6166,ephebiatrics,bệnh học tuổi thanh xuân (18-25),n,danh từ
6424,endocardial,"nội tâm mạc ,màng trong tim",a,tính từ
6424,endocardial,trong tim,a,tính từ
6821,erythrometer,hồng độ kế,n,danh từ
6821,erythrometer,hồng cầu kế,n,danh từ
6828,erythrophil,dễ bắt màu đỏ.,"n,a","danh từ, tính từ"
6828,erythrophil,tế bào bắt màu đỏ,"n,a","danh từ, tính từ"
6924,esthetic,cảm giác .,a,tính từ
6924,esthetic,thẩm mỹ,a,tính từ
7022,fast,không thay đổi. bất biến;,a,tính từ
7022,fast,kháng (thuốc. màu),a,tính từ
7084,femto-,femto- (10-15),pref-,pref-
7456,exa-,exa- (1018),pref),pref)
7594,exteriorization,đưa ra ngoài .,n,danh từ
7594,exteriorization,ngoại hiện . thể hiện ra ngoài,n,danh từ
7724,foraminiferous,vỏ lỗ (có). lỗ(có).,a,tính từ
7724,foraminiferous,trùng lỗ,a,tính từ
7822,frolement,tiếng sột soạt.,French,tiếng Pháp
7822,frolement,xoa nhẹ,French,tiếng Pháp
7886,funiculitis,viêm thừng tinh.,n,danh từ
7886,funiculitis,viêm rễ thần kinh đốt sống,n,danh từ
8071,gonadotrope,tế bào kích dục.,n,danh từ
8071,gonadotrope,kích dục (chất),n,danh từ
8218,grip,cúm .,n,danh từ
8218,grip,cầm nắm,n,danh từ
8244,gum,gôm. nhựa dẻo (cây),n,danh từ
8244,gum,lợi,n,danh từ
8272,gynander,lưỡng tính (người),n,danh từ
8272,gynander,phụ nữ nam hóa,n,danh từ
8601,gemmule,"chồi,mầm. .",n,danh từ
8601,gemmule,phân nhánh đuôi gai,n,danh từ
8713,giga-,giga- (109),pref.,tiền tố
8819,halitus,hơi thở. hơi.,n,danh từ
8819,halitus,hơi thở ra,n,danh từ
8906,hecto-,hecto- (100),pref,pref
8970,hemal,máu .,a,tính từ
8970,hemal,tuần hoàn máu,a,tính từ
9273,hemophil,ưa huyết,"n,a","danh từ, tính từ"
9273,hemophil,vi khuẩn ưa huyết (trong nuôi cấy),"n,a","danh từ, tính từ"
9364,hepatogenic,sinh mô gan.,a,tính từ
9364,hepatogenic,do gan,a,tính từ
9500,heterochronia,dị thời,n,danh từ
9500,heterochronia,nẩy sinh khác thời,n,danh từ
9552,heteronomous,dị trị. dị luật  .,a,tính từ
9552,heteronomous,bị kẻ khác chi phối (Tâm lý),a,tính từ
9563,heterophilic,dị ái.,a,tính từ
9563,heterophilic,bắt khác màu,a,tính từ
9581,heteroscopy,thị giác hai mắt không đồng đều,n,danh từ
9581,heteroscopy,kiểm tra lác ẩn,n,danh từ
9695,histoid,dạng mạng nhện.,a,tính từ
9695,histoid,độc nhất một loại mô.,a,tính từ
9695,histoid,dạng mô,a,tính từ
10001,hyperventilation,tăng thông khí phổi.,n,danh từ
10001,hyperventilation,thở sâu nhanh,n,danh từ
10074,hypochromatic,giảm nhiểm sắc thể.,a,tính từ
10074,hypochromatic,giảm  sắc tố,a,tính từ
10405,institutionalization,thu dung nhập viện,n,danh từ
10405,institutionalization,thích sống thu dung,n,danh từ
10572,interpolation,xen vào  ghép mô .,n,danh từ
10572,interpolation,nội suy  (Toán),n,danh từ
10598,intertriginous,trầy (da).,a,tính từ
10598,intertriginous,hăm,a,tính từ
10618,intorter,xoay trong.,n,danh từ
10618,intorter,cơ xoay trong,n,danh từ
10856,ionotherapy,liệu pháp ion hóa .,n,danh từ
10856,ionotherapy,liệu pháp tia tử ngoại,n,danh từ
10948,ischiococcygeus,cơ ngồi-cụt.,n,danh từ
10948,ischiococcygeus,phần sau cơ nâng hậu môn,n,danh từ
11128,jumping,bước nhảy.,n,danh từ
11128,jumping,máy cơ,n,danh từ
11156,kaliuretic,bài tiết kali-niệu (làm).,"n,a","danh từ, tính từ"
11156,kaliuretic,bài tiết kali-niệu (chất),"n,a","danh từ, tính từ"
11214,keratinization,sừng hóa  .,n,danh từ
11214,keratinization,keratin hóa . bọc keratin  (Dược),n,danh từ
11215,keratinize,sừng hóa.,v,động từ
11215,keratinize,keratin hóa,v,động từ
11310,kinesis,vận động .,n,danh từ
11310,kinesis,đáp ứng kích thích vận động ??,n,danh từ
11686,leaflet,lá chét. lá con;,n,danh từ
11686,leaflet,lá van tim,n,danh từ
11924,lime,vôi.,n,danh từ
11924,lime,chanh,n,danh từ
12056,liquor,"dung dịch nước ,thuốc nước.",n,danh từ
12056,liquor,dịch,n,danh từ
12307,lymphatology,bạch huyết học.,n,danh từ
12307,lymphatology,hệ bạch huyết học,n,danh từ
12337,lymphoid,dạng bạch huyết. bạch huyết  .,a,tính từ
12337,lymphoid,dạng mô bạch huyết.,a,tính từ
12392,lysis,phân giải. dung giải. tan,n,danh từ
12392,lysis,giảm dần . tiêu tan  (chứng bệnh),n,danh từ
12395,lysogen,gây dung giải (chất),n,danh từ
12395,lysogen,hình thành dung tố (chất).,n,danh từ
12395,lysogen,vi khuẩn nhiễm tiền thực khuẩn thể,n,danh từ
12405,lytic,"dung giải  ,lysin",a,tính từ
12405,lytic,giảm dần,a,tính từ
12415,macroanalysis,"phân tích lượng lớn  (0,1-0,2g)",n,danh từ
12684,marsupium,bìu,n,danh từ
12684,marsupium,túi nuôi con,n,danh từ
12749,maternity,cương vị người mẹ. tình mẹ,n,danh từ
12749,maternity,nhà hộ sinh,n,danh từ
12867,megabecquerel,megabecquerel (đơn vị phóng xạ = 106 becquerel),n,danh từ
12930,megaunit,đơn vị gấp triệu (106 ),n,danh từ
12933,megavoltage,điện áp lớn (trên 1megavon),n,danh từ
13316,metacoele,khoang sau não cuối,n,danh từ
13316,metacoele,khoang sau cơ thể (phôi),n,danh từ
13385,metatrophy,nuôi dưỡng bằng chất. hoại sinh,n,danh từ
13385,metatrophy,teo dinh dưỡng,n,danh từ
13491,monochromatic,đơn sắc.,a,tính từ
13491,monochromatic,mù màu .,a,tính từ
13491,monochromatic,bắt một màu,a,tính từ
13833,mutagenesis,gây đột biến.,n,danh từ
13833,mutagenesis,làm thay đổi,n,danh từ
13963,myelosis,tăng tủy bào. tủy bào huyết. .,n,danh từ
13963,myelosis,hình thành u tủy sống,n,danh từ
14163,myxomatosis,đa u niêm .,n,danh từ
14163,myxomatosis,thoái hóa niêm,n,danh từ
14474,nanosecond,nano giây   (10-9 s),n,danh từ
14475,nanounit,nano đơn vị  (10-9 u),n,danh từ
14578,necrotomy,mổ tử thi.,n,danh từ
14578,necrotomy,cắt bỏ xương mục,n,danh từ
15356,operate,phẫu thuật.,"v,n","v,n"
15356,operate,người chịu phẫu thuật thực nghiệm,"v,n","v,n"
15359,operator,phẩu thuật viên.,n,danh từ
15359,operator,gen chỉ huy. gen điều khiển,n,danh từ
15389,ophthalmodynamometry,đo huyết áp  động mạch võng mạc .,n,danh từ
15389,ophthalmodynamometry,đo cận điểm hội tụ,n,danh từ
15556,organicism,bệnh do từ cơ quan (thuyết).,n,danh từ
15556,organicism,cấu trúc riêng cơ quan (thuyết).,n,danh từ
15556,organicism,người là một thể thống nhất (thuyết),n,danh từ
15558,organism,cơ thể.,n,danh từ
15558,organism,sinh vật.,n,danh từ
15654,orthoscopic,soi đáy mắt Czermak .,a,tính từ
15654,orthoscopic,thị giác bình thường,a,tính từ
